,0,1
883,2020-02-25 19:50:08+00:00,The WHO-#China joint expert mission concluded on 24 February. The team has a range of findings: -the transmissibility of the #coronavirus -the severity of #COVID19 -the impact of the measures taken. http://bit.ly/3caTPmS
884,2020-02-25 19:50:07+00:00,"WHO published an online course for #healthworkers and public health professionals, which provides information on what health facilities should do to manage a case of #coronavirus. WHO Situation Report 25 February 2020 http://bit.ly/3caTPmS"
885,2020-02-25 15:09:41+00:00,"Live from Geneva with Dr Bruce Aylward, lead of the #COVID19 international experts mission in #China"
886,2020-02-25 09:30:22+00:00,Strengthening nursing & midwifery – and helping them to work to their full potential – is one of the most important things we can do to achieve Universal Health Coverage and improve health globally. http://bit.ly/34AOtMY #SupportNursesAndMidwives
887,2020-02-25 09:24:47+00:00,"Governments, citizens, media, key influencers & communities have an important role to play in preventing & stopping stigma. We all need to be intentional & thoughtful when communicating on social media & other platforms, showing supportive behaviors around #COVID19. Do your part!"
888,2020-02-25 08:43:03+00:00,Stigmatization could potentially contribute to: more severe health problems ongoing transmission difficulties controlling infectious diseases during an epidemic http://bit.ly/3c4Pmm0 #COVID19 #coronavirus
889,2020-02-25 07:07:36+00:00,Stigma can: Drive people to hide the illness to avoid discrimination Prevent people from seeking health care immediately Discourage them from adopting healthy behaviours http://bit.ly/3c4Pmm0 #COVID19 #coronavirus
890,2020-02-25 06:11:01+00:00,"Given that #COVID19 is a new disease, it is understandable that its emergence and spread cause confusion, anxiety and fear among the general public. These factors can give rise to harmful stereotypes. http://bit.ly/3c4Pmm0 #coronavirus"
891,2020-02-25 05:54:18+00:00,"Stigma occurs when people negatively associate an infectious disease with a specific population. This means that people are being labelled, stereotyped, separated and/or experience loss of status and discrimination because of a potential negative affiliation with #COVID19."
892,2020-02-24 22:30:13+00:00,Since the emergence of #COVID19 we have seen instances of public stigmatization among specific populations and the rise of harmful stereotypes. WHO Situation Report 24 February 2020 http://bit.ly/3c4Pmm0 #coronavirus
893,2020-02-24 20:52:14+00:00,"La discussion aujourd’hui fait suite à une déclaration d'intention signée par le président de la République française @EmmanuelMacron et @DrTedros le 11 juin 2019, à l'OMS pour soutenir la création de l'Académie de l'OMS. https://twitter.com/who/status/1138484413715681283?s=21"
894,2020-02-24 20:50:49+00:00,"Aujourd’hui, @JY_LeDrian le Ministre français de l’Europe &amp; des Affaires étrangères, &amp; @DrTedros se sont réunis pour discuter de l'Académie de l'OMS, qui sera la plateforme d'apprentissage tout au long de la vie, la plus grande &amp; innovante au monde en matière de santé mondiale."
895,2020-02-24 18:27:18+00:00,La France s’engage à verser US $100 millions pour l’Académie de l’OMS http://bit.ly/37QhBkN
896,2020-02-24 16:47:47+00:00,Live from Geneva with the @UN Secretary-General @antonioguterres and @DrTedros on #COVID19
897,2020-02-24 16:07:04+00:00,The full briefing on #COVID19 by @DrTedros 
898,2020-02-24 16:04:59+00:00,Here are some photos from today's media briefing on #COVID19
899,2020-02-24 15:16:00+00:00,"""#COVID19 is a shared threat. We can only face it together, and we can only overcome it together""-@DrTedros #coronavirus"
900,2020-02-24 15:15:35+00:00,"""I wish to thank the @EU_Commission for its contribution of 232 million euros, which demonstrates the kind of global solidarity that gives me hope""-@DrTedros #COVID19 #coronavirus"
901,2020-02-24 15:14:31+00:00,"""But there are at least 3 priorities: 3. We must protect countries that are the most vulnerable, by doing our utmost to contain epidemics in countries with the capacity to do it""-@DrTedros #COVID19"
902,2020-02-24 15:14:05+00:00,"""But there are at least 3 priorities: 1. All countries must prioritize protecting #healthworkers 2. We must engage communities to protect people who are most at risk of severe disease,particularly the elderly and people with underlying health conditions""-@DrTedros #COVID19"
903,2020-02-24 15:12:06+00:00,"""There is no one-size-fits-all approach. Every country must make its own risk assessment for its own context""-@DrTedros #COVID19 #coronavirus"
904,2020-02-24 15:11:30+00:00,"""Using the word pandemic now does not fit the facts, but it may certainly cause fear. We do not live in a binary, black-and-white world. It’s not either-or. We must focus on containment, while doing everything we can to prepare for a potential pandemic""-@DrTedros #COVID19"
905,2020-02-24 15:11:19+00:00,"""What we see are epidemics in different parts of the world, affecting countries in different ways & requiring a tailored response. The sudden increase in new #COVID19 cases is certainly very concerning. I have spoken consistently about the need for facts, not fear""-@DrTedros"
906,2020-02-24 15:11:03+00:00,"""For the moment, we are not witnessing the uncontained global spread of this #coronavirus, and we are not witnessing large-scale severe disease or death. Does this virus have pandemic potential? Absolutely. Are we there yet? From our assessment not yet""- @DrTedros #COVID19"
907,2020-02-24 15:10:10+00:00,"""Our decision about whether to use the word “pandemic” to describe an epidemic is based on an ongoing assessment of the geographical spread of the virus, the severity of disease it causes and the impact it has on the whole of society""-@DrTedros #COVID19 #coronavirus"
908,2020-02-24 15:09:49+00:00,"""There’s a lot of speculation about whether these increases mean that this epidemic has now become a pandemic. WHO has already declared a PHEIC – our highest level of alarm – when there were less than 100 cases outside &amp; 8 cases of human-to-human transmission""-@DrTedros"
909,2020-02-24 15:09:16+00:00,"""Outside #China, there are now 2074 #COVID19 cases in 28 countries &amp; 23 deaths. The sudden increases of cases in Italy, the Islamic Republic of Iran &amp; the Republic of Korea are deeply concerning""-@DrTedros #coronavirus"
910,2020-02-24 15:08:51+00:00,"""Dr Bruce Aylward will give more detail tomorrow on behalf of the joint team. But the key message that should give all countries hope, courage and confidence is that this #coronavirus can be contained""-@DrTedros #COVID19"
911,2020-02-24 15:08:33+00:00,"""The team also estimate that the measures taken in #China have averted a significant number of #COVID19 cases. The report contains a wealth of other information, highlights questions for which we still don’t have answers, &amp; includes 22 recommendations""-@DrTedros #coronavirus"
912,2020-02-24 15:08:17+00:00,"""They found that the fatality rate is between 2%-4% in Wuhan, &amp; 0.7% outside Wuhan. They found that for people with mild #COVID19 disease, recovery time is about two weeks, while people with severe or critical disease recover within three to six weeks""-@DrTedros #coronavirus"
913,2020-02-24 15:07:46+00:00,"""They found that the #COVID19 epidemic peaked &amp; plateaued between the 23rd of January &amp; the 2nd of February &amp; has been declining steadily since then. They have found that there has been no significant change in the DNA of the #coronavirus""-@DrTedros"
914,2020-02-24 15:07:23+00:00,"""The team has made a range of findings about the transmissibility of the #coronavirus, the severity of #COVID19 and the impact of the measures taken""-@DrTedros"
915,2020-02-24 15:07:11+00:00,"""Earlier today the WHO-#China joint mission concluded its visit &amp; delivered its report. As you know, the team has traveled to several different provinces, including Wuhan""-@DrTedros #COVID19 #coronavirus"
916,2020-02-24 15:06:52+00:00,"""As of 6am GVA time this morning, #China has reported a total of 77,362 cases of #COVID19 to WHO, including 2618 deaths. In the past 24 hours, has reported 416 new confirmed cases &amp; 150 deaths. We’re encouraged by the continued decline in cases in ""-@DrTedros #coronavirus"
917,2020-02-24 15:04:35+00:00,Daily media briefing on #COVID19 with @DrTedros
918,2020-02-24 14:21:57+00:00,The Academy will play an instrumental role towards achieving WHO’s triple billion goal: 1 B more will benefit from universal health coverage 1 B more will be better protected in health emergencies 1 B more will enjoy improved health and wellbeing.
919,2020-02-24 14:21:41+00:00,The Academy will provide learning opportunities for: leaders educators researchers health workers WHO staff and the broader public.
920,2020-02-24 14:20:54+00:00,"The discussion today follows a Declaration of Intent signed by President @EmmanuelMacron and @DrTedros, and a pledge by to support the creation of the WHO Academy. http://bit.ly/3a0XrWK"
921,2020-02-24 14:20:04+00:00,"Today, @JY_LeDrian, Minister for Europe and Foreign Affairs, and @DrTedros met to discuss the WHO Academy, which will be the ’s largest &amp; most innovative lifelong learning platform in global health http://bit.ly/3a0XrWK"
922,2020-02-24 14:19:27+00:00,#France pledges US$100 million for WHO Academy http://bit.ly/3a0XrWK
923,2020-02-24 12:02:56+00:00,In we aim to ensure that all nurses &amp; midwives work in an environment where they are: safe from harm respected by medical colleagues &amp; communities integrated into a functioning health-care system alongside other health professionals. #SupportNursesAndMidwives
924,2020-02-24 10:59:00+00:00,"By developing nursing and midwifery, countries can achieve the triple impact of: improving health promoting gender equality driving economic growth http://bit.ly/34AOtMY #SupportNursesAndMidwives"
925,2020-02-24 06:57:09+00:00,Q: What can I do to protect myself from #coronavirus? A: http://bit.ly/2tMEBmu #COVID19
926,2020-02-22 18:39:32+00:00,WHO #COVID19 Situation Report 22 February 2020 http://bit.ly/2VdcRTN #coronavirus
927,2020-02-22 08:09:41+00:00,The full briefing on #COVID19 preparedness in Africa by @DrTedros 
928,2020-02-22 07:06:30+00:00,"""I assure you that WHO is committed to working with all African countries to do everything we can to prevent transmission, and detect and treat cases as early as possible""-@DrTedros #COVID19 #coronavirus"
929,2020-02-22 07:05:55+00:00,"""The increasing signs of transmission outside #China show that the window of opportunity we have for containing this #coronavirus is narrowing. We are calling on all countries to invest urgently in preparedness""-@DrTedros #COVID19"
930,2020-02-22 07:05:27+00:00,"""We have also held two calls with @UN resident coordinators all over the world, to brief them on the actions they can take to prepare their countries and ensure the United Nations system is working as one""-@DrTedros #COVID19 #coronavirus"
931,2020-02-22 07:05:11+00:00,"""2 weeks ago I briefed @UN SG @antonioguterres &amp; we agreed to activate the UN Crisis Management Team, led by @DrMikeRyan, to enable WHO to focus on the health response while other agencies bring their expertise to bear on the other implications of the #COVID19 outbreak""-@DrTedros"
932,2020-02-22 07:04:43+00:00,"""We’re also providing advice to countries on how to do screening, testing, contact tracing & treatment. Last week we brought the intl. research community together to identify research priorities, especially in the areas of diagnostics, therapeutics & vaccines""-@DrTedros #COVID19"
933,2020-02-22 07:04:15+00:00,"""During the past month about 11,000 African #healthworkers have been trained using WHO’s online courses on #COVID19, which are available free of charge in English, French &amp; other languages at http://OpenWHO.org""-@DrTedros #coronavirus"
934,2020-02-22 07:04:00+00:00,"""We’re working with manufacturers of personal protective equipment [PPE] to address the severe disruption in the market for masks, gloves, gowns and other PPE, to ensure we can protect #healthworkers""-@DrTedros #COVID19 #coronavirus"
935,2020-02-22 07:03:44+00:00,"""We’ve also shipped more than 30,000 sets of personal protective equipment to six countries in Africa, and we’re ready to ship almost 60,000 more sets to 19 countries in the coming weeks""-@DrTedros #COVID19 #coronavirus"
936,2020-02-22 07:03:29+00:00,"""Some countries in Africa, including , are also leveraging the capacity they have built up to test for #Ebola to test for #COVID19. This is a great example of how investing in health systems can pay dividends for health security""-@DrTedros #coronavirus"
937,2020-02-22 07:03:10+00:00,"""Increasing number of African countries are now able to test for #COVID19 with laboratory test kits supplied by WHO, compared with only two labs just a couple of weeks ago""-@DrTedros #coronavirus"
938,2020-02-22 07:02:51+00:00,"""We’ve published a Strategic Preparedness & Response Plan, with a call for US$675m to support countries, especially the most vulnerable. WHO has identified 13 priority countries in Africa because of their direct links to #China or the high volume of travel with ""-@DrTedros"
939,2020-02-22 07:02:26+00:00,"""We have just appointed Dr @JNkengasong, Director @AfricaCDC &amp; Prof Samba Sow, Director-General of the Center for Vaccine Development in , as special envoys on #COVID19, to provide strategic advice and high-level political advocacy &amp; engagement in Africa""-@DrTedros #coronavirus"
940,2020-02-22 07:02:15+00:00,"""Our biggest concern continues to be the potential for #COVID19 to spread in countries with weaker health systems. In partnership with the @AfricaCDC, we’re working hard to prepare countries in Africa for the potential arrival of the virus""-@DrTedros #coronavirus"
941,2020-02-22 07:01:34+00:00,"""In 2% of reported cases, the #coronavirus is fatal, and the risk of death increases the older a patient is, and with underlying health conditions. We see relatively few cases among children. More research is needed to understand why""-@DrTedros #COVID19"
942,2020-02-22 07:01:08+00:00,"""20% of patients have severe or critical #COVID19, ranging from shortness of breath to septic shock &amp; multi-organ failure. These patients require intensive care using equipment such as respiratory support machines that are in short supply in many African countries""-@DrTedros"
943,2020-02-22 07:00:45+00:00,"""With every day that passes, we know a little bit more about this #coronavirus &amp; the disease it causes. We know that more than 80% of patients have mild disease &amp; will recover""-@DrTedros #COVID19"
944,2020-02-22 07:00:30+00:00,"""As you know, a WHO-led international team of experts – including a representative from the @NCDCgov – has been on the ground in #China for the past week""-@DrTedros #COVID19 #coronavirus"
945,2020-02-22 06:59:32+00:00,"""We are especially concerned about the increase in cases in the Islamic Republic of #Iran, where there are now 18 cases &amp; 4 deaths in just the past two days. WHO has supplied testing kits to &amp; we will continue to provide further support in the coming days &amp; weeks""-@DrTedros"
946,2020-02-22 06:59:09+00:00,"""Although the total number of #COVID19 cases outside #China remains relatively small, we are concerned about the number of cases with no clear epidemiological link, such as travel history to or contact with a confirmed case""-@DrTedros #coronavirus"
947,2020-02-22 06:58:52+00:00,"""Outside , there are now 1200 cases in 26 countries, with 8 deaths. As you know, there is one confirmed case on the African continent, in . Several African countries have tested suspected cases of #COVID19, but fortunately they have been found negative""-@DrTedros #coronavirus"
948,2020-02-22 06:58:25+00:00,""" has now reported 75,569 #COVID19 cases to WHO, including 2239 deaths. The data from continue to show a decline in new cases. This is welcome news, but it must be interpreted very cautiously. It’s far too early to make predictions about this outbreak""-@DrTedros #coronavirus"
949,2020-02-22 06:57:42+00:00,"""As you know, WHO declared a Public Health Emergency of International Concern less than a month after the first reported #COVID19 cases, as a result of the signs of human-to-human transmission we saw outside #China""-@DrTedros #coronavirus"
950,2020-02-22 06:57:27+00:00,"""In just 7 weeks, the #COVID19 outbreak has captured the ’s attention, and rightly so, because it has the potential to cause severe political, social &amp; economic upheaval""-@DrTedros #coronavirus"
951,2020-02-22 06:57:11+00:00,"""It’s hard to believe that only 52 days ago, WHO’s country office in #China was notified of a cluster of cases of pneumonia of unknown cause in Wuhan city""-@DrTedros #COVID19 #coronavirus"
952,2020-02-22 06:56:06+00:00,LIVE NOW: @DrTedros briefing @_AfricanUnion on #COVID19
953,2020-02-21 19:24:27+00:00,WHO Situation Report 21 February 2020 http://bit.ly/2uVLaUY #COVID19
954,2020-02-21 19:21:48+00:00,We can #BeatNCDs by beating tobacco. Tobacco kills people. Say #NoTobacco 
955,2020-02-21 17:58:20+00:00,We can #BeatNCDs by promoting physical activity and healthy environments. 
956,2020-02-21 16:43:42+00:00,You can #BeatNCDs by choosing healthy diets 
957,2020-02-21 16:06:18+00:00,We can #BeatNCDs through Universal Health Coverage. It's time for #HealthForAll!
958,2020-02-21 15:43:55+00:00,Here are some photos from today's media briefing on #COVID19
959,2020-02-21 15:32:58+00:00,The full briefing on #COVID19 by @DrTedros 
960,2020-02-21 15:22:55+00:00,"""We must not look back and regret that we failed to take advantage of the window of opportunity we have""-@DrTedros #COVID19 #coronavirus"
961,2020-02-21 15:22:35+00:00,"""The measures #China &amp; other countries have taken have given us a fighting chance of containing the spread of the #coronavirus. We call on all countries to continue their containment measures, while preparing for community transmission if it occurs""-@DrTedros #COVID19"
962,2020-02-21 15:21:51+00:00,"""As I said yesterday, WHO’s key role is coordinating the global response to the epidemic & our new special envoys will help us to do that. This is another step we are taking to take advantage of the window of opportunity we have to contain the #COVID19 outbreak""-@DrTedros"
963,2020-02-21 15:21:10+00:00,"""... Dr @JNkengasong, Director @AfricaCDC Dr Mirta Roses, former Director @pahowho Dr Shin Young-soo, former Director @WHOWPRO Prof Samba O. Sow, Director-General Center for Vaccine Development in ""-@DrTedros #COVID19 #coronavirus"
964,2020-02-21 15:21:10+00:00,"""I’m pleased that the following eminent individuals have accepted my invitation to act in this role: Prof Dr Maha El Rabbat, former Minister of Health of Dr @davidnabarro, special adviser to the @UN Secretary-General on the @GlobalGoalsUN &amp; Climate Change ...""-@DrTedros"
965,2020-02-21 15:16:00+00:00,"""I’m also pleased to announce that today we are appointing four special envoys on #COVID19, to provide strategic advice and high-level political advocacy and engagement in different parts of the world""-@DrTedros #coronavirus"
966,2020-02-21 15:15:28+00:00,"""We are working with all of partners under the GOARN network to safeguard the health of the members of the team, and to take appropriate measures when they return to their countries of origin""-@DrTedros #COVID19 #coronavirus"
967,2020-02-21 15:15:12+00:00,"""Meanwhile, the WHO-led joint mission in #China has been working in Beijing, Sichuan and Guangdong, and will travel to Wuhan tomorrow to continue its work at the epicenter of the outbreak""-@DrTedros #COVID19 #coronavirus"
968,2020-02-21 15:14:41+00:00,"""Our concern continues to be the potential for #COVID19 to spread in countries with weaker health systems. Tomorrow I will address an emergency meeting of African health ministers, held jointly by the African Union and the @AfricaCDC""-@DrTedros #coronavirus"
969,2020-02-21 15:13:10+00:00,"""We are also concerned about the increase in #COVID19 cases in the Islamic Republic of #Iran, where there are now 18 cases and four deaths. WHO has supplied testing kits, and will continue to provide further support""-@DrTedros #coronavirus"
970,2020-02-21 15:12:40+00:00,"""Apart from the #DiamondPrincess cruise ship, the Republic of #Korea now has the most cases outside #China, and we’re working closely with the government to fully understand the transmission dynamics that led to this increase""-@DrTedros #COVID19 #coronavirus"
971,2020-02-21 15:12:06+00:00,"""Although the total number of #COVID19 cases outside remains relatively small, we are concerned about the number of cases with no clear epidemiological link, such as travel history to or contact with a confirmed case""-@DrTedros #coronavirus"
972,2020-02-21 15:12:06+00:00,"""Outside #China, there are now 1152 #COVID19 cases in 26 countries &amp; 8 deaths""-@DrTedros #coronavirus"
973,2020-02-21 15:10:58+00:00,"""Although the number of #COVID19 cases in Hubei province continues declining, we are concerned about an increase in the number of cases in Shandong province, and we are seeking more information about that""-@DrTedros #coronavirus"
974,2020-02-21 15:10:31+00:00,"""This may indicate because the health system in Wuhan, have regained the ability to test all suspected #COVID19 cases. As a result, some cases that had been clinically confirmed have now been subtracted from the total because they have tested negative""-@DrTedros #coronavirus"
975,2020-02-21 15:10:04+00:00,"""The significant in confirmed cases is partly due to another change in the way reports numbers. Last week started reporting clinically-diagnosed cases, in addition to lab-confirmed cases. They have now switched back to reporting suspected &amp; lab-confirmed cases""-@DrTedros"
976,2020-02-21 15:09:34+00:00,"""As of 6am GVA time this morning, #China has reported a total of 75,567 cases of #COVID19 to WHO, including 2,239 deaths. In the past 24 hours, has reported 892 new confirmed cases and 118 deaths""-@DrTedros #coronavirus"
977,2020-02-21 15:08:04+00:00,Daily media briefing on #COVID19 with @DrTedros
978,2020-02-21 15:01:23+00:00,DYK: Each year 800K people die from #suicide. Let’s #BeatNCDs
979,2020-02-21 14:03:45+00:00,Every 2 seconds someone aged 30 to 70 years dies prematurely from: heart and lung diseases stroke cancer diabetes. Let's #BeatNCDs. It's time for #HealthForAll
980,2020-02-21 13:18:48+00:00,This is what governments can do to #BeatNCDs.
981,2020-02-21 12:31:14+00:00,Here’s what you can do for a healthier life and help #BeatNCDs ‍ ‍
982,2020-02-21 11:39:49+00:00,Tobacco Alcohol Air pollution Unhealthy diet Physical inactivity These are the main NCDs risks. Let's STOP them. Let's #BeatNCDs.
983,2020-02-21 10:33:37+00:00,"We all know someone suffering from: Cancer Diabetes Lung disease Heart diseases Stroke These noncommunicable diseases are the 's biggest killers, responsible for 7 out of every 10 deaths worldwide. We need your help to #BeatNCDs!"
984,2020-02-20 21:35:30+00:00,"In line with the Intl Health Regulations, all countries’ IHR National Focal Points were requested to immediately report any new confirmed case of #COVID19 within 48h, &amp; provide information related to clinical, epidemiological &amp; travel history http://bit.ly/37HGmj1 #coronavirus"
985,2020-02-20 20:33:02+00:00, Seat-belts Helmets Child seats Low speed Lower alcohol limits for young drivers Sidewalks and bike lanes They all reduce the risk of deaths on the road #RoadSafety
986,2020-02-20 17:01:54+00:00,The full briefing on #COVID19 by @DrTedros 
987,2020-02-20 16:58:03+00:00,"More people die every year as a result of road traffic injury than from HIV/ AIDS, tuberculosis and diarrhoeal diseases, but the political commitment & investments in #RoadSafety is only a small fraction of that made to combat these diseases."
988,2020-02-20 16:24:07+00:00,"DYK: With an impact speed of 80 km/h, the likelihood of death in a crash is 20 times what it would be at an impact speed of 30 km/h. Slow down Know the traffic rules Always keep to the speed limits! #RoadSafety "
989,2020-02-20 15:22:14+00:00,"""You will get sick of me saying that the window of opportunity remains open for us to contain this #COVID19 outbreak. WHO is doing everything we can to seize that window of opportunity, and we urge the international community to do the same""-@DrTedros #coronavirus"
990,2020-02-20 15:21:50+00:00,"""We’re partnering with the @AfricaCDC to coordinate our efforts to prepare African countries for the potential arrival of the #coronavirus""-@DrTedros #COVID19"
991,2020-02-20 15:21:14+00:00,"""Today we had a call with faith-based organizations as another way of reaching communities with messages to prevent #coronavirus infection""-@DrTedros #COVID19"
992,2020-02-20 15:20:51+00:00,"""I’ve written to 12 chief executives of manufacturers of personal protective equipment to seek their cooperation to ensure supply to protect #healthworkers""-@DrTedros #COVID19 #coronavirus"
993,2020-02-20 15:20:21+00:00,"""We’re also looking forward to results from two clinical trials of therapeutics prioritized by the WHO R&D Blueprint. One combines two drugs for HIV, lopinavir & ritonavir & the other is testing an antiviral called remdisivir. We expect preliminary results in 3 weeks""-@DrTedros"
994,2020-02-20 15:19:45+00:00,"""We’ve also set up an online platform where clinicians can share anonymized patient data, so we can build a clearer picture of the disease. What we’re seeing is that the earlier patients are tested and treated, the better they do""-@DrTedros #COVID19 #coronavirus"
995,2020-02-20 15:19:25+00:00,"""Twice a week we have a call with clinical experts who are treating patients with #COVID19, including front-line workers in #China, to share information about the progression of disease and what works and what doesn’t in treatment""-@DrTedros #coronavirus"
996,2020-02-20 15:19:01+00:00,"""Today we are holding a second call with @UN country representatives, to brief them on the measures they can take at country level to coordinate the UN #COVID19 response""-@DrTedros #coronavirus"
997,2020-02-20 15:18:42+00:00,"""Two weeks ago, I briefed the @UN Secretary-General @antonioguterres and we agreed to activate the United Nations Crisis Management Team, led by @DrMikeRyan""-@DrTedros #COVID19 #coronavirus"
998,2020-02-20 15:17:36+00:00,"""Yesterday we held the first of what will be weekly briefings with diplomatic missions here in Geneva, to keep our Member States informed – and we are holding these daily news briefings to keep the media informed""-@DrTedros #COVID19 #coronavirus"
999,2020-02-20 15:17:20+00:00,"""We’ve convened the WHO Health Security Council, a daily meeting of myself, @DrMikeRyan, the Regional Directors &amp; other senior staff, to review the evolution of the #COVID19 outbreak and coordinate the response""-@DrTedros #coronavirus"
1000,2020-02-20 15:16:44+00:00,"""[Experts are] from the following institutions: @NUSingapore @SNUCM_Official @NCDCgov @CDCgov @NIH @rki_de The St Petersburg Pasteur Institute The Natl Institute of Infectious Diseases The Natl Medical Research Center of Phthisiopulmonology &amp; Infectious Diseases""-@DrTedros"
1001,2020-02-20 15:16:44+00:00,"""The team has been brought together through the Global Outbreak Alert and Response Network, and includes experts in epidemiology, virology, clinical management, outbreak control and public health""-@DrTedros #COVID19 #coronavirus"
1002,2020-02-20 15:15:46+00:00,"""As you know, a WHO-led international team of experts is now on the ground in #China, working with their Chinese counterparts to find answers to some of the things we don’t know, including the transmissibility of the virus &amp; the impact of the measures that has taken""-@DrTedros"
1003,2020-02-20 15:15:23+00:00,"""In addition to monitoring the evolution of the #COVID19 outbreak, WHO’s main role is to work with countries and partners to coordinate the global response. We’re doing that in several ways, both internally and externally""-@DrTedros #coronavirus"
1004,2020-02-20 15:15:07+00:00,"""#Japan is in regular contact with other countries through a mechanism set up under the International Health Regulations, so those countries can follow up with their nationals who were passengers on the ship""-@DrTedros #COVID19 #coronavirus"
1005,2020-02-20 15:14:54+00:00,"""#Japan has also advised passengers to stay at home for a further 14 days and monitor their temperature and has set up a hotline for passengers to call if they have concerns""-@DrTedros #COVID19 #coronavirus"
1006,2020-02-20 15:14:43+00:00,"""Of all cases outside #China, over 1/2 are among passengers on the #DiamondPrincess cruise ship. The first passengers have now disembarked, providing they have a negative test, no symptoms and no contact with a confirmed case in the past 14 days""-@DrTedros #COVID19 #coronavirus"
1007,2020-02-20 15:14:31+00:00,"""Outside #China, there are now 1076 #COVID19 cases in 26 countries, with seven deaths. In the past 24 hours the Islamic Republic of #Iran has reported 5 cases, 2 of which have died""-@DrTedros #coronavirus"
1008,2020-02-20 15:14:01+00:00,"""As of 6am GVA time this morning, #China has reported 74,675 cases of #COVID19 to WHO, including 2121 deaths. The data from continue to show a decline in new cases. Once again, we’re encouraged by this trend, but this is no time for complacency""-@DrTedros #coronavirus"
1009,2020-02-20 15:12:02+00:00,Daily media briefing on #COVID19 with @DrTedros
1010,2020-02-20 13:10:07+00:00,Here’s the world children want to see. Are we building the future they want and deserve?
1011,2020-02-20 11:46:54+00:00,"Buckle up! Wearing a seat-belt reduces the risk of death among drivers and front seat occupants by 45 - 50%, and the risk of death and serious injuries among rear seat occupants by 25%. #RoadSafety http://bit.ly/32PPgIR"
1012,2020-02-20 10:31:36+00:00,"What do children need to be protected from? Here’s what they see as the major threats to their health, futures, and wellbeing "
1013,2020-02-20 10:06:02+00:00,Drinking and driving is one of the main causes of road crashes . Never drink and drive. #RoadSafety
1014,2020-02-20 09:04:57+00:00,Exploitative marketing exposes children to harmful products: Sugary drinks Sweets Fast food Tobacco Alcohol Gaming Children must be protected. http://bit.ly/AFutureForChildren #HealthForAll
1015,2020-02-19 19:54:10+00:00,Incubation period = the time between infection & symptom onset Case fatality ratio (CFR) = the proportion of cases that die The serial interval = the time between symptom onset of a primary & secondary case WHO Situation Report 19 February http://bit.ly/38D3tg5 #coronavirus
1016,2020-02-19 19:49:34+00:00,"WHO is working with an international network of statisticians & mathematical modelers to estimate key epidemiologic parameters of #COVID19, such as the incubation period, case fatality ratio, serial interval. WHO Situation Report 19 February http://bit.ly/38D3tg5 #coronavirus"
1017,2020-02-19 16:39:17+00:00,Progress on #RoadSafety can also be made by improving vehicle standards such as those that mandate electronic stability control and advanced braking; and enhanced post-crash care.
1018,2020-02-19 16:31:21+00:00,"Children’s exposure to commercial marketing of junk food and sugary beverages is associated with purchase of unhealthy foods and overweight and obesity, linking predatory marketing to the alarming rise in childhood obesity. http://bit.ly/2P8eUop"
1019,2020-02-19 16:04:28+00:00,"If warming exceeds 4°C by the year 2100 in line with current projections, this would lead to devastating health consequences for children, due to: rising ocean levels heatwaves proliferation of diseases like malaria, dengue &amp; malnutrition. http://bit.ly/2P8eUop"
1020,2020-02-19 15:36:07+00:00,"According to the report, while the poorest countries need to do more to support their children’s ability to live healthy lives, excessive carbon emissions threaten the future of all children. http://bit.ly/2P8eUop"
1021,2020-02-19 15:02:21+00:00,"The report includes a new global index of 180 countries, comparing performance on child flourishing, including: measures of child survival &amp; well-being, such as health, education &amp; nutrition sustainability, with a proxy for greenhouse gas emissions &amp; equity or income gaps"
1022,2020-02-19 14:13:33+00:00,"Following updates on #COVID19? Check out WHO's database of publications on the #coronavirus disease and outbreak. Updated daily, Mon.-Fri. Bookmark it http://bit.ly/2SIFLJY"
1023,2020-02-19 14:09:26+00:00,"No single country is adequately protecting children’s health, their environment and their futures, finds a landmark report released today by a Commission of over 40 child and adolescent health experts from around the . http://bit.ly/2P8eUop"
1024,2020-02-19 13:35:28+00:00,"""We encourage leaders around the to take heed. No country can afford to be complacent; no country is doing enough. The health of children everywhere is at risk. We can do more, and we must do more. Our children, our young people, deserve better""-@DrTedros"
1025,2020-02-19 13:34:51+00:00,"""I'd like to highlight 3 areas that are priorities for WHO & where we looked to the Commission for the guidance. We must: Prioritize child health if we are to accomplish @GlobalGoalsUN Strengthen #PrimaryHealthCare Confront the challenges posed by #ClimateChange""-@DrTedros"
1026,2020-02-19 13:33:26+00:00,"""Young people around the are asking leaders to act. It is time to listen. We, as adults, stand accountable to them. We must ensure we leave them a world with the conditions necessary for children to not only survive, but thrive, and build the future they deserve""-@DrTedros"
1027,2020-02-19 13:32:13+00:00,"""Their health & development is severely threatened by malnutrition, the result of climate-related food shortages and droughts. They suffer among the worst effects of breathing dangerously polluted air – a daily reality for 1.8 billion children""-@DrTedros #ClimateAction"
1028,2020-02-19 13:31:24+00:00,"""#ClimateChange poses an existential threat to every child’s health &amp; future. They are more likely to get sick from diarrhea, malaria or dengue when flood waters surge; &amp; more likely to suffer severe heatstroke as temperatures rise""-@DrTedros #ClimateAction"
1029,2020-02-19 13:28:55+00:00,"""Worldwide, 1 in 5 children is born into humanitarian crises and emergencies. Almost from the moment they are born, these children are in danger, often on a daily basis""-@DrTedros"
