0,1
2020-05-12 16:03:47+00:00,"""Congratulations to the winners, and to everyone who submitted a film. Thank you for your enthusiasm, creativity and hard work. And thank you for your commitment to drawing attention to these pressing issues in global health""-@DrTedros #Film4Health #HealthForAll"
2020-05-12 16:03:18+00:00,"""In the animation films group, the victor is ""Limbo"" by Saw Eh Doh Poe, Nann Win May Aye and Nwaye Zar Che Soe, from Myanmar""-@DrTedros #Film4Health"
2020-05-12 16:02:49+00:00,"""In the video reports category, congratulations to ""A doctor's dream"", which was produced by the @DNDi initiative with Scholars and Gentlemen, a production company from South Africa""-@DrTedros #Film4Health #BeatNTDs"
2020-05-12 16:01:41+00:00,"""In the Grand Prix prize category, there was an amazing response and three winners. In the nurses and midwives group, the winner is ""War & Grace"" by Sonia Lowman from @IMC_Worldwide""-@DrTedros #Film4Health #SupportNursesAndMidwives"
2020-05-12 16:00:44+00:00,"""In the student category, huge congratulations to the winner Nitai Steinberg, a biologist from Israel who made the film ""#AntibioticResistance"" about the rising threat of AMR""-@DrTedros #Film4Health #StopDrugResistance"
2020-05-12 15:59:48+00:00,"""And now onto the winners. In the #BeatNCDs category; the winner is ""Living without limits"", a film about living with diabetes type-1 in Mexico, made by @BBCStoryWorks for the Helmsley Charitable Trust""-@DrTedros #Film4Health"
2020-05-12 15:59:06+00:00,"""And the third special mention in the #BeatNCDs category goes to: ""#Cancer Divided"" by Matthew Corolis and Carter Smith from @AboutThatMedia, a production company based in Canada""-@DrTedros #Film4Health"
2020-05-12 15:57:54+00:00,"""Second, special mention in the nurses and midwives category is for ""Nursing In The Community"". A film produced by Health Education England and @TheQNI, directed by Charlie Inman from the United Kingdom""-@DrTedros #Film4Health #SupportNursesAndMidwives"
2020-05-12 15:56:54+00:00,"""First, special mention in the video reports category is for a film called ""Kassandra, a 13-year-old mum"", produced by @NTN24. It was directed by Gustau Alegret from Spain with cinematography direction by Martin Cerviño of Uruguay""-@DrTedros #Film4Health"
2020-05-12 15:55:53+00:00,"""Before I announce the prize winners, I first want to give three special mentions from the jury""-@DrTedros #HealthForAll #Film4Health"
2020-05-12 15:55:08+00:00,"""Like all good films, the submissions we received are both heart-warming and heart-breaking; uplifting and sobering""-@DrTedros #HealthForAll #Film4Health"
2020-05-12 15:54:49+00:00,"""The quality and quantity of films submitted surpassed all our expectations. We hoped for 500 submissions. In the end, almost 1300 films were submitted, from 110 countries""-@DrTedros #HealthForAll #Film4Health"
2020-05-12 15:53:52+00:00,"""I’d like to thank my colleagues Gilles Reboux and Lorena Bernal for their initiative, and for the incredible amount of work they have done to make the film festival a success""-@DrTedros #HealthForAll #Film4Health"
2020-05-12 15:53:17+00:00,"""To fulfil WHO’s mission, it’s clear to me that we need to use every tool at our disposal, including the arts. I’m delighted to be here today to announce the winners of WHO’s inaugural #HealthForAll Film Festival""-@DrTedros #Film4Festival"
2020-05-12 15:52:46+00:00,"""WHO is a science-based organization. But sometimes stories and films have the power to inspire and to change things in a way that science and evidence don’t""-@DrTedros #HealthForAll #Film4Health"
2020-05-12 15:40:23+00:00,#HealthForAll Film Festival 2020: Awards Ceremony
2020-05-12 15:31:55+00:00,"WHO thanks Richard Curtis, Wagner Moura, @angeliquekidjo, @rickykej, Patrick Eveno and Barbara Miller for taking part in the #HealthForAll Film Festival jury. Find out more at https://bit.ly/2JdGBZy #Film4Health"
2020-05-12 15:22:01+00:00,"In celebration of the Year of the Nurse and the Midwife, we created a category in our #HealthForAll Film Festival to showcase the many ways in which nurses &amp; midwives play a critical role in helping us stay healthy. Check out our selection https://bit.ly/2wyIMUL #Film4Health"
2020-05-12 15:19:45+00:00,Animation can be a powerful means of helping us to understand health issues. Here is our shortlist of categories in this 'animation' category https://bit.ly/2wyIMUL #Film4Health
2020-05-12 14:32:58+00:00,"Films shortlisted in the 'video reports' category of our #HealthForAll Film Festival cover topics such as mental health, noncommunicable diseases, reproductive health, air pollution and others. Find out more https://bit.ly/2wyIMUL #Film4Health"
2020-05-12 14:27:12+00:00,"Who is WHO? The World Health Organization (WHO) is the @UN's specialized agency for health, governed by 194 Member States. It provides science-based recommendations to protect people's health everywhere #WHA73 #WHOImpact"
2020-05-12 14:08:54+00:00,"WHO’s first-ever #HealthForAll Film Festival received nearly 1,300 submissions from more than 110 countries, on a wide range of health topics. A shortlist of about 15 submissions per category has been selected https://bit.ly/2wyIMUL #Film4Health"
2020-05-12 13:48:07+00:00,"“I love midwifery because of the connections we make with clients. Through midwifery I can support people through a really challenging time and help them come through all the stronger for it.” Heather Heinrichs, midwife, Canada’s Northwest Territories http://bit.ly/2SVUr80"
2020-05-12 13:20:22+00:00,Nurses are critical health workers. Investment in their education & training will result in: improved health outcomes global health security inclusive economic growth #SupportNursesAndMidwives to achieve #HealthForAll! http://bit.ly/NursingReport2020
2020-05-12 12:51:39+00:00,"As a child, Alice remembers going to hospitals with her mother and admiring the white uniforms & caps they wore. Her mother would address them as “Mother Teresa”. Alice wanted to be “Om Teresa” when she grew up. Alice Shiundu, nurse manager, Kenya http://bit.ly/2zsxz9u"
2020-05-12 11:46:37+00:00,"Happy #InternationalNursesDay! Investing in nursing leadership is vital for strengthening the workforce as a whole. Without this, countries cannot win the battle against pandemics, or achieve #HealthForAll by 2030. http://bit.ly/NursingReport2020"
2020-05-12 11:20:26+00:00," needs more nurses! We face a global shortage of at least 5.9 million nurses – with greatest gaps in Africa, Southeast Asia, countries in the Eastern Mediterranean region, and some in Latin America. #SupportNursesAndMidwives http://bit.ly/NursingReport2020"
2020-05-12 10:56:50+00:00,"Health is such a precious commodity. Healthy people can learn, work & support themselves & their families. When people are sick, they struggle & families & communities fall behind. WHO is committed to achieving better health for everyone, everywhere! #WHA73"
2020-05-12 10:40:47+00:00,"“I love the fact that I’m the 1st person that the person comes in contact with when they come into the emergency department & the fact that whatever care I provide for the patient will be a lasting one” Trecia Simone Stewart, emergency nurse, Jamaica http://bit.ly/3bitq4Z"
2020-05-12 10:27:03+00:00, Equipping health facilities in #Afghanistan Training health workers in #Jordan Promoting handwashing in #Lebanon Sending testing supplies to #Egypt and #Syria These are just a few ways @WHOEMRO is responding to #COVID19 Read more https://bit.ly/2VDx9Wx #WHOImpact
2020-05-12 10:05:24+00:00,TODAY! BIG DAY! WHO will announce the award winners of the first ever #HealthForAll Film Festival. Watch this space: 17h30 CEST/15h30 GMT More https://bit.ly/3ccwb9e #Film4Health
2020-05-12 09:59:12+00:00,"Nurses are on the frontline battling #COVID19. On this #InternationalNursesDay, let’s show our gratitude by doing our part and following public health advice from WHO and national health authorities. http://who.int/COVID-19 #SupportNursesAndMidwives"
2020-05-12 09:14:21+00:00,Join our Q&A on #InternationalNursesDay with WHO Chief Nursing Officer @elizabeth_iro! #AskWHO
2020-05-12 09:11:46+00:00,LIVE from WHO on #InternationalNursesDay!
2020-05-12 08:42:03+00:00,"It’s #InternationalNursesDay, the 200th anniversary of Florence Nightingale’s birth! Today, we #SupportNursesAndMidwives by celebrating their bravery, kindness &amp; dedication Who is your favourite nurse?"
2020-05-12 08:08:56+00:00,"To ensure the continuity of HIV prevention & treatment services during #COVID19, countries should: Prioritize shoring up supply chains Adopt policies such as multi-month dispensing of antiretroviral therapy More in WHO &amp; @UNAIDS joint statement: http://bit.ly/2SVBsdJ"
2020-05-12 07:44:17+00:00,"Health service disruptions during #COVID19 could see new child #HIV infections rise by as much as 37% in Mozambique 78% in Malawi 78% in Zimbabwe 104% in Uganda Together, we can prevent this http://bit.ly/2SVBsdJ"
2020-05-12 07:33:33+00:00,Some potential impacts of #HIV health service disruptions could cause: Sporadic interruptions of antiretroviral therapy supply less adherence to treatment spread of HIV drug resistance More could happen if countries don't act now http://bit.ly/2SVBsdJ
2020-05-12 07:22:28+00:00,Over 25M people living with #HIV in sub-Saharan Africa are now at risk having their treatment interrupted due to overwhelming needs to support #COVID19 response. WHO &amp; @UNAIDS suggest ways to mitigate this http://bit.ly/2SVBsdJ
2020-05-11 20:10:08+00:00,"During #COVID19 pandemic, the must ensure that global supplies of #HIV tests &amp; treatments continue to flow to the countries that need them. This is what would happen otherwise "
2020-05-11 19:08:25+00:00,"Health service & supply disruptions during #COVID19 could cause half a million extra deaths from #HIV in sub-Saharan Africa. Countries, communities &amp; partners need to take action now More in WHO &amp; @UNAIDS joint statement: http://bit.ly/2SVBsdJ"
2020-05-11 17:48:20+00:00,"Tobacco smoking is a known risk factor for many respiratory infections & the severity of respiratory diseases, including #COVID19. Smokers should take immediate steps to quit by using: toll-free quit lines mobile text-messaging programmes nicotine replacement therapies"
2020-05-11 17:25:21+00:00,"There is currently insufficient information to confirm any link between tobacco or nicotine in the prevention or treatment of #COVID19. Researchers, scientists &amp; the media are urged to be cautious about amplifying such unproven claims. https://bit.ly/3dEpz41"
2020-05-11 17:04:49+00:00,"Smoking impairs lung function making it harder to fight off coronaviruses & other diseases. Tobacco is also a major risk factor for cardiovascular disease, cancer, respiratory disease & diabetes and other NCDs which put people at higher risk for developing severe #COVID19 illness"
2020-05-11 16:43:21+00:00,A review of studies by public health experts convened by WHO on 29 April 2020 found that smokers are more likely than non-smokers to develop severe disease with #COVID19. https://bit.ly/3dEpz41
2020-05-11 16:07:55+00:00,The full briefing on #COVID19 by @DrTedros 
2020-05-11 15:59:48+00:00,"""Only together can we get through the #COVID19 pandemic. In national unity and global solidarity""-@DrTedros"
2020-05-11 15:59:48+00:00,"""This new partnership is another great example of solidarity that builds on the solidarity flights, solidarity trials and Access to #COVID19 Tools Accelerator, which all aim to ensure the latest health innovations are reaching those communities that need them most""-@DrTedros"
2020-05-11 15:59:48+00:00,"""#COVID19 has exposed the uneven distribution of life-saving medical equipment across the world. Tomorrow, the Tech Access Partnership will be launched to increase local production of essential health technologies – like masks and ventilators - in developing countries""-@DrTedros"
2020-05-11 15:58:39+00:00,"""Even relatively short-term interruptions to treatment pose a significant threat to a person’s health and potential to transmit #HIV""-@DrTedros #COVID19"
2020-05-11 15:58:39+00:00,"""Despite attention being focused on the #COVID19 pandemic, we must still ensure that global supplies of tests and treatments for both #HIV and #tuberculosis reach the countries and communities that need them most""-@DrTedros https://bit.ly/2SVBsdJ"
2020-05-11 15:57:39+00:00,"""This could effectively set the back by more than decade to 2008, when 950K+ #AIDS deaths were observed in the region. This is an avoidable worst-case scenario &amp; not a prediction. The model acts as a wake-up call to identify ways to sustain all vital health services""-@DrTedros"
2020-05-11 15:57:39+00:00,"""The group’s worst case scenario, a 6-month disruption of antiretroviral therapy, suggests that there could be 500,000 extra deaths from #AIDS-related illnesses, including from #tuberculosis, in sub-Saharan Africa over the next year""-@DrTedros #COVID19 https://bit.ly/2SVBsdJ"
2020-05-11 15:55:15+00:00,"""Today saw the release of new modeling on #HIV by the WHO and @UNAIDS. It highlights the importance of taking immediate steps to minimise interruptions in health services and supplies of antiretroviral drugs during the COVID-19 pandemic""-@DrTedros https://bit.ly/2SVBsdJ"
2020-05-11 15:53:42+00:00,"""Workplaces should develop action plans for prevention & mitigation of #COVID19 as part of their overall business plan. The plan should also include measures for protecting health, safety &amp; security in re-opening, closing &amp; modifying workplaces""-@DrTedros"
2020-05-11 15:53:42+00:00,"""WHO issued detailed new workplace guidelines, which recommend all places of work carry out a risk assessment for workers potential exposure to #COVID19. This includes the implementation of measures to prevent the spread of the virus""-@DrTedros https://bit.ly/2SWRS5H"
2020-05-11 15:53:41+00:00,"""Last week, I also spoke to the @ilo and the @ioevoice about the reopening of work places and how to do this safely""-@DrTedros #COVID19"
2020-05-11 15:51:00+00:00,"""When reflecting on the decision to reopen schools, the local government should assess the capacity of the schools to maintain infection, prevention and control measures""-@DrTedros #COVID19"
2020-05-11 15:51:00+00:00,""" the epidemiology of #COVID19 where the school is geographically located needs to be considered the ability to maintain COVID-19 prevention and control measures within the school setting""-@DrTedros"
2020-05-11 15:51:00+00:00,"""On children going back to school, decision makers should reflect on a number of key factors when deciding on whether and how to reopen schools: a clear understanding about current #COVID19 transmission and severity of the virus in children is needed""-@DrTedros"
2020-05-11 15:48:47+00:00,"""In this vein, new guidance was released over the weekend regarding both school and work places reopening""-@DrTedros #COVID19 https://bit.ly/2YQO0XK https://bit.ly/2SWRS5H"
2020-05-11 15:43:52+00:00,"""WHO is working closely with governments to ensure that key public health measures remain in place to deal with the challenge of lifting lockdowns. Until there is a vaccine, the comprehensive package of measures is our most effective set of tools to tackle #COVID19""-@DrTedros"
2020-05-11 15:43:10+00:00,"""Early serological studies reflect that a relatively low percentage of the population has antibodies to #COVID19, which means most of the population is still susceptible to the virus""-@DrTedros"
2020-05-11 15:42:40+00:00,"""In Wuhan, the 1st cluster of #COVID19 cases since their lockdown was lifted was identified. has also reported an increase in cases since an easing of restrictions. Fortunately all 3 countries have systems in place to detect and respond to a resurgence in cases""-@DrTedros"
2020-05-11 15:42:40+00:00,"""However, even with three positive answers, releasing lockdowns is both complex and difficult. Over the weekend we saw signs of the challenges that may lie ahead. In , bars and clubs were shut as a confirmed #COVID19 case led to many contacts being traced""-@DrTedros"
2020-05-11 15:41:03+00:00,"""... Is the public health surveillance system able to detect and manage the cases and their contacts, and identify a resurgence of #COVID19 cases? These three questions can help determine whether a lockdown can be released slowly or not""-@DrTedros"
2020-05-11 15:40:22+00:00,"""Further guidance was published that outlines the key questions countries should ask prior to the lifting of lockdowns: Is the epidemic under control? Is the health system able to cope with a resurgence of cases that may arise after relaxing certain measures?""-@DrTedros"
2020-05-11 15:38:27+00:00,"""I’ve previously outlined the six criteria countries need to consider before lifting #StayHome orders and other restrictions""-@DrTedros #COVID19"
2020-05-11 15:36:26+00:00,"""Therefore, to protect lives and livelihoods, a slow, steady, lifting of lockdowns is key to both stimulating economies, while also keeping a vigilant eye on the virus so that control measures can be quickly implemented if an upswing in cases is identified""-@DrTedros #COVID19"
2020-05-11 15:36:00+00:00,"""The good news is that there has been a great deal of success in slowing the virus & saving lives. Such strong measures have come at a cost & we recognize the serious socio-economic impact of the lockdowns, which have had a detrimental effect on many people’s lives""-@DrTedros"
2020-05-11 15:34:52+00:00,"""Many have used the time to ramp up their ability to test, trace, isolate and care for patients, which is the best way to track the virus, slow the spread and take pressure off health systems""-@DrTedros #COVID19"
2020-05-11 15:34:33+00:00,"""Countries put these stringent measures in place, sometimes called lockdowns, in response to intense transmission""-@DrTedros #COVID19"
2020-05-11 15:33:13+00:00,"""There have now been more than four million cases of #COVID19 across the world. Over the past week several countries have started lifting #StayHome orders and other restrictions in a phased way""-@DrTedros"
2020-05-11 15:30:55+00:00,Media briefing on #COVID19 with @DrTedros
2020-05-11 14:51:50+00:00,"विश्व स्वास्थय संगठन (WHO) के #COVID19 प्रेस कांफ्रेंस से जुड़ें हर सोमवार, बुधवार और शुक्रवार को रात 8.30 बजे (IST) क्लिक करें http://www.who.int/COVID-19"
2020-05-11 11:50:24+00:00,"TOMORROW: We reveal the winners of #HealthForAll Film Festival https://bit.ly/3ccwb9e Here's a message from one of the jurors, actor Wagner Moura #Film4Health"
2020-05-11 10:01:36+00:00,#AskWHO about breastfeeding during #COVID19
2020-05-10 23:12:57+00:00,"Some mothers lose their babies in pregnancy through #miscarriage or #stillbirth: still a taboo subject worldwide, linked to stigma &amp; shame. It’s every parent’s greatest fear and we need to talk about it http://bit.ly/2xRbgcZ #MothersDay"
2020-05-10 19:15:16+00:00,"#OpenWHO, the free, open-access learning platform for health emergencies, now offers 10 online courses related to #COVID19. Enroll today: https://bit.ly/3efpRPN"
2020-05-10 19:00:36+00:00,30 million women do not give birth in a health facility. 45 million women receive inadequate or no antenatal care. Upwards arrow put both mother and baby at much greater risk of complications and death. #MothersDay
2020-05-10 17:01:10+00:00,"New #OpenWHO online course to support the #COVID19 response: Hazardous waste that is not managed properly presents a risk to hospital patients, #healthworkers &amp; the general public. Enroll today &amp; learn how to safely manage health care waste: https://bit.ly/2SR6inT"
2020-05-10 13:10:07+00:00,Preventing deaths and complications from preterm birth starts with a healthy pregnancy. WHO recommends antenatal care that includes a minimum of 8 contacts with health professionals throughout pregnancy to identify and manage risks http://bit.ly/2A0gujJ #MothersDay
2020-05-10 11:58:33+00:00,"Every day, approximately more than 800 women die from preventable causes related to pregnancy and childbirth http://bit.ly/2LeQt5D #MothersDay"
2020-05-10 11:30:43+00:00,"Happy #MothersDay! We celebrate all mothers out there who brought new lives into this world. Improving maternal &amp; child health is a WHO priority, today and every day."
2020-05-09 21:30:13+00:00,To note: #China confirmed human-to-human transmission of the novel #coronavirus on 20 Jan 2020. #COVID19
2020-05-09 21:30:13+00:00,Statement on False Allegations in @derspiegel: Reports of a 21 Jan phone call between @DrTedros &amp; President Xi are unfounded &amp; untrue. They didn’t speak on 21 Jan &amp; have never spoken by Such inaccurate reports distract &amp; detract from WHO's &amp; the ’s efforts to end #COVID19
2020-05-09 20:15:12+00:00,Here are some #HealthyAtHome ideas for older adults &amp; people with underlying conditions who have to #StayHome during #COVID: -Be active &amp; positive -Be socially connected -Be informed #HealthyAtHome #coronavirus
2020-05-09 15:52:25+00:00,Help your kids stay #HealthyAtHome by taking a 20-minute break from work &amp; doing something the kids choose – like reading - together with them This new book of Sara &amp; Ario's adventure could be a good start http://bit.ly/2VrqOw3
2020-05-09 11:01:20+00:00,"Services to respond to violence against women are essential during the #COVID19 pandemic. INVEST, PROTECT &amp; SUPPORT these services for the health of women, children and adolescents. #coronavirus"
2020-05-09 10:30:40+00:00,"Governments can help protect women & their children from violence during #COVID19. Incl. violence against women essential services in COVID-19 emergency preparedness &amp; response plans Support hotlines, shelters &amp; other specialized services #coronavirus"
2020-05-09 09:51:56+00:00,Here's how health systems can help women survivors of violence during #COVID19: Identify &amp; share information on support services Establish referral linkages Find out what survivors of violence need and how best to reach them safely #coronavirus
2020-05-09 09:24:49+00:00,"#HealthWorkers, you can help women survivors of violence during #COVID19 Offer first-line support to women Provide medical treatment Connect and refer to survivors to support #coronavirus"
2020-05-09 08:59:47+00:00,"During the #COVID19 pandemic, risks of violence increase due to: More time at home with abusers Rising stress Isolation from social support networks Limited access to critical services #coronavirus"
2020-05-09 08:21:58+00:00,"If you are experiencing violence at home during #COVID19 and need to leave in a hurry: Identify a friend, neighbour, relative or shelter you can go to Plan how to get there Keep ready essential personal items to take with you #coronavirus"
2020-05-09 07:37:02+00:00,"If you are experiencing violence during #COVID19: Reach out to supportive family, friends or neighbours Call a hotline or access information online if possible Seek out local services for survivors #coronavirus"
2020-05-08 21:12:05+00:00,"With the potential of a #COVID19 vaccine ahead, we must ensure: -sufficient supplies -full understanding of how the vaccine can protect and why it’s important for individual and community health -universal access to accurate public health information and education."
2020-05-08 20:58:06+00:00,"After #smallpox was eradicated, WHO and @UNICEF launched the Expanded Programme on Immunization, which has ensured 85% of the world’s children are vaccinated and protected from debilitating diseases. https://bit.ly/2SNzrR4 #VaccinesWork"
2020-05-08 20:43:15+00:00,"The world got rid of #smallpox thanks to an incredible demonstration of global solidarity, and because it had a safe and effective vaccine. Solidarity plus science equalled solution! https://bit.ly/2SNzrR4"
2020-05-08 20:33:01+00:00,The world spent US$300m on eradicating #smallpox. That now saves the world well over US$1 billion every year. https://bit.ly/2SNzrR4
2020-05-08 20:25:31+00:00,"#Smallpox was ended, thanks to a 10-year global effort, spearheaded by the World Health Organization, that involved thousands of #healthworkers around the world who administered half a billion vaccinations to stamp out the disease. https://bit.ly/2SNzrR4"
2020-05-08 20:00:32+00:00,"Commemorating #Smallpox Eradication – a legacy of hope, for #COVID19 and other diseases https://bit.ly/2SNzrR4 On 8 May 1980, the 33rd World Health Assembly officially declared: ‘The world and all its peoples have won freedom from smallpox.'"
2020-05-08 15:46:31+00:00,The full briefing by @DrTedros 
2020-05-08 15:46:06+00:00,"""I especially want to thank my friend Mr Atul Khare, @UN Under-Secretary-General for Operational Support, for making this commemorative stamp possible""-@DrTedros #smallpox"
2020-05-08 15:42:02+00:00,"""To commemorate the 40th Anniversary of #smallpox eradication, the @UN Postal Administration and WHO are releasing a commemorative postage stamp to recognize global solidarity in fighting smallpox""-@DrTedros"
2020-05-08 15:42:02+00:00,"""When WHO’s #smallpox eradication campaign was launched in 1967, one of the ways countries raised awareness about smallpox was through postage stamps""-@DrTedros"
2020-05-08 15:38:05+00:00,"""Like #smallpox, #COVID19 is giving us an opportunity not only to fight a single disease, but to change the trajectory of global health, and to build a healthier, safer, fairer world for everyone""-@DrTedros"
2020-05-08 15:37:40+00:00,"""It gave us the confidence to pursue the eradication of other diseases like polio and guinea worm. Like smallpox, #COVID19 is a defining challenge for public health. Like #smallpox, it’s a test of global solidarity""-@DrTedros"
2020-05-08 15:36:49+00:00,"The legacy of smallpox was not only the eradication of one disease; it was the demonstration that when the unites, anything is possible""-@DrTedros"
2020-05-08 15:36:48+00:00,"""As we reflect today on the eradication of #smallpox, we’re reminded of what is possible when nations come together to confront a common foe""-@DrTedros"
2020-05-08 15:35:16+00:00,"""In certain fragile settings and countries with weaker health systems, WHO will continue its operational work as a provider of essential health services""-@DrTedros #COVID19"
2020-05-08 15:35:15+00:00,"""To support these objectives, WHO will continue to provide technical, operational and logistics support to countries, and we will continue to update and adapt our guidance according to local needs""-@DrTedros #COVID19"
2020-05-08 15:34:03+00:00,"""It is built on five strategic objectives (2): to reduce mortality through appropriate care to develop safe &amp; effective vaccines &amp; therapeutics""-@DrTedros #COVID19"
2020-05-08 15:34:03+00:00,"""It is built on five strategic objectives (1): to mobilize all sectors &amp; communities to control sporadic cases &amp; clusters by rapidly finding &amp; isolating all cases to suppress community transmission through infection prevention &amp; control &amp; physical distancing""-@DrTedros"
2020-05-08 15:32:09+00:00,"""Our updated strategic plan takes into account the lessons we have learned so far, strengthening WHO’s role in global and regional coordination""-@DrTedros #COVID19"
2020-05-08 15:31:48+00:00,"""WHO is deeply grateful to the countries and donors who responded to WHO’s initial Strategic Preparedness & Response Plan, and to the hundreds of thousands of individuals, corporations and foundations who have contributed to the #COVID19 Solidarity Response Fund""-@DrTedros"
2020-05-08 15:31:15+00:00,"""This estimate includes the funds that WHO has already received to date, leaving WHO’s #COVID19 response with a funding gap of USD 1.3B for 2020. To be clear, this estimate only covers WHO’s needs, not the entire global need""-@DrTedros"
2020-05-08 15:30:40+00:00,"""The updated plan estimates that WHO requires USD 1.7B to respond to #COVID19, across the three levels of the organization, between now and the end of 2020""-@DrTedros"
2020-05-08 15:30:40+00:00,"""Yesterday, I announced the resources WHO estimates it needs to deliver our updated Strategic Preparedness and Response Plan for #COVID19""-@DrTedros"
2020-05-08 15:27:46+00:00,"""The short-listed films can be seen on WHO’s @YouTube channel, and we invite everyone to join us on our social media channels next Tuesday, for the announcement of the winners""-@DrTedros #HealthForAll #Film4Health "
2020-05-08 15:27:45+00:00,"""Next Tuesday, the 12th of May, WHO will announce the five winners of our inaugural #HealthForAll Film Festival. The winning films were chosen by a distinguished panel of jurors from almost 1,300 entries from 110 countries""-@DrTedros #Film4Health"
2020-05-08 15:25:35+00:00,"""That same solidarity, built on national unity, is needed now more than ever to defeat #COVID19. Stories like the eradication of #smallpox have incredible power to inspire. But there are many more untold stories about health around the world""-@DrTedros"
2020-05-08 15:25:02+00:00,"""The decisive factor in the victory over #smallpox was global solidarity. At the height of the Cold War, the Soviet Union and the United States of America joined forces to conquer a common enemy. They recognized that viruses do not respect nations or ideologies""-@DrTedros"
2020-05-08 15:24:31+00:00,"""But although a vaccine was crucial for ending #smallpox, it was not enough on its own. After all, the vaccine was first developed by Edward Jenner in 1796. It took another 184 years for smallpox to be eradicated""-@DrTedros"
2020-05-08 15:23:34+00:00,"""As you know, WHO is now working with many partners to accelerate the development of a vaccine for #COVID19, which will be an essential tool for controlling transmission of the virus""-@DrTedros"
2020-05-08 15:22:50+00:00,"""The #smallpox eradication campaign had one crucial tool that we don’t have for #COVID19 – yet: a vaccine; in fact, the world’s first vaccine""-@DrTedros #VaccinesWork"
2020-05-08 15:20:44+00:00,"""Many of the basic public health tools that were used successfully then are the same tools that have been used to respond to #Ebola, and to #COVID19: disease surveillance, case finding, contact tracing, and mass communication campaigns to inform affected populations""-@DrTedros"
2020-05-08 15:20:05+00:00,"""Its eradication stands as the greatest public health triumph in history. As the confronts the #COVID19 pandemic, humanity’s victory over #smallpox is a reminder of what is possible when nations come together to fight a common health threat""-@DrTedros"
2020-05-08 15:18:40+00:00,"""#Smallpox is the first and, to date, the only human disease to be eradicated globally. Until it was wiped out, smallpox had plagued humanity for at least 3000 years, killing 300 million people in the 20th century alone""-@DrTedros"
2020-05-08 15:17:25+00:00,"""Exactly 40 years ago today, on the 8th of May 1980, the World Health Assembly officially declared that “the world and all its peoples have won freedom from #smallpox”-@DrTedros"
2020-05-08 15:14:29+00:00,Media briefing on #COVID19 with @DrTedros.
2020-05-08 15:04:38+00:00,Working from home with your kids around? You and your family can stay #HealthyAtHome by: -Doing some physical exercises together to destress -Having a 10-minute dance with the song your kids choose! You might even impress them with your moves! 
2020-05-08 12:09:35+00:00,"#OnThisDay 40 years ago, #smallpox was made history. It's the only human disease to be eradicated so far. A lesson we must take is: when the unites behind science and public health measures we can defeat diseases and protect lives and livelihoods."
2020-05-08 11:39:02+00:00,"Quarantine can feel lonely, but you’re not alone. Connecting with other people is good for everyone’s #MentalHealth. #HealthyAtHome #COVID19 #coronavirus"
2020-05-08 10:58:57+00:00,Stay #HealthyAtHome by finding time to relax during the day. Consider meditating and deep breathing exercises along with other relaxation techniques that can help to reduce stress. #COVID19
2020-05-08 10:16:53+00:00,"During #COVID19, looking after your #mentalhealth is vital. •Pay attention to your own needs &amp; feelings •Engage in healthy activities •Exercise regularly •Keep regular sleep routines &amp; eat healthy food Share with us what you are doing to stay #HealthyAtHome !"
2020-05-08 09:44:34+00:00," If you are at home because of #coronavirus, it's important to stay active every day as much as you can. WHO recommends that all healthy adults do 30 mins/day of physical activity, and children should be physically active for 1 hour/day. #HealthyAtHome #COVID19"
2020-05-08 09:05:08+00:00,"Working from home means people are sitting longer. It is important for your health to get up often, for at least 3 minutes, to stretch your muscles. What are you doing to be #HealthyAtHome ?"
2020-05-08 08:31:21+00:00,#BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19: ‍Try exercise classes online Dance to music Play active video games Try skipping rope Do some muscle strength and balance training
2020-05-07 19:14:29+00:00,"Make your own avatar using @Genies and spread WHO’s #HealthyAtHome messages with personalised stickers that you can use on messaging &amp; social media! To make your own, simply download the Genies app from App Store or Play Store. #COVID19 #coronavirus"
2020-05-07 15:02:31+00:00,Watch LIVE: Release of the updated #COVID19 Global Humanitarian Response Plan with @DrMikeRyan
2020-05-07 11:11:12+00:00,"WHO's mission is: promote health, keep the world safe, serve the vulnerable. This means delivering #HealthForAll, everywhere, including in areas affected by war and conflict. The most important tool to fight #Ebola, #COVID19 and other disease outbreaks is peace."
2020-05-07 08:49:49+00:00,"Save the date: 16-17 May 2020. #WalkTheTalk will go virtual this year! Join WHO for some fun, #HealthyAtHome activities that you &amp; your family can take part in. Stay tuned for more information! https://bit.ly/WalktheTalk2020"
2020-05-06 15:45:25+00:00,The full briefing on #COVID19 by @DrTedros 
2020-05-06 15:35:52+00:00,"""The antidote for this pandemic is national unity and global solidarity. Together, we will defeat #COVID19""-@DrTedros"
2020-05-06 15:35:32+00:00,"""If we learn anything from #COVID19, it must be that investing in health now will save lives later. History will judge all of us not only on whether we got through this pandemic, but also on the lessons we learned and the actions we took once it was over""-@DrTedros"
2020-05-06 15:33:33+00:00,"""As we work on responding to the #COVID19 pandemic, we must also work harder to prepare for the next one. Now is an opportunity to lay the foundations for resilient health systems around the . That includes systems to prepare, prevent &amp; respond to emerging pathogens""-@DrTedros"
2020-05-06 15:32:54+00:00,"""The #COVID19 pandemic will eventually recede, but there can be no going back to business as usual. We cannot continue to rush to fund panic but let preparedness go by the wayside""-@DrTedros"
